"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","log10padj","gene"
"APOL1",157.482488945618,-1.78896385460328,0.284687002751593,-6.28396743550762,3.30039867889453e-10,1.19865317382644e-08,7.92130646033954,"APOL1"
"APOL3",106.121678930252,0.0294496216758858,0.21077946915928,0.139717695434708,0.88888304461297,0.943141614661158,0.0254230921531221,"APOL3"
"APOL6",139.116202730911,-0.128512114424799,0.216388899965048,-0.593894208277581,0.552582873007919,0.733654908082198,0.13450817272416,"APOL6"
"APOM",20.4451432246615,0.0621264884271141,0.411070813402674,0.151133299668874,0.879870564854894,0.938130084890261,0.0277369364259294,"APOM"
"APOO",65.9148873880572,-0.19635044897025,0.496148303892297,-0.395749511647778,0.692289826096459,0.830517837138417,0.0806510357139718,"APOO"
"APOOL",77.9613767434157,0.332725054683597,0.223203822265506,1.49067812238364,0.13604602262577,0.307897369221978,0.511594021838144,"APOOL"
"APP",8241.57528034938,-1.17361181960561,0.156838168213142,-7.48294776059027,7.26737750679006e-14,4.65470159326524e-12,11.3321081558324,"APP"
"APPBP2",728.733036910185,0.314562075155078,0.11368554524731,2.76694873099992,0.00565836529668857,0.0293840817364933,1.53188787660196,"APPBP2"
"APPL1",206.670559066572,-0.0973819325512381,0.177029570508004,-0.550088509347852,0.582258667580457,0.756775983266002,0.121032658980145,"APPL1"
"APPL2",1017.19963003175,0.210870969836677,0.233595768617335,0.902717421145221,0.366675888046868,0.579215149603375,0.237160087516875,"APPL2"
"APRT",1299.40638346146,-0.22518014746578,0.162416811689632,-1.38643373874427,0.165614500208167,0.350597358066723,0.455191360864491,"APRT"
"APTX",139.267884854277,-0.328998647832625,0.197997000876865,-1.6616345014096,0.0965860812396209,0.245467597395925,0.610005828188278,"APTX"
"AQP11",10.5132119455423,0.379416382067704,0.603323727572606,0.628876944048324,0.529429621348524,0.715704297855428,0.145266374808844,"AQP11"
